,siteId,SamplingInt,dateOnround,dateOffround,latitude,longitude,Modelled_RR,Modelled_global,Observed,Variable,Percent_Error_RR,Percent_Error_global,Precip_Percent_Error_RR,Precip_Percent_Error_global,Error_bin_RR,Error_bin_global,Below_90_glob,Below_90_RR
9080,LA12,441.0,2017-01-18,2017-01-25,29.931,-91.7165,13.493770283823816,14.828543914790309,17.551908,WetDep_NO3_mgm2,30.07415741352168,18.365687830572156,0.904344781164073,9.826137854445186,"(0, 10]","(0, 10]",Y,Y
9081,LA12,441.0,2017-01-18,2017-01-25,29.931,-91.7165,1.0114398479941726,1.4698414942480862,6.8397120000000005,WetDep_NH4_mgm2,576.2351724192112,365.3367064928951,0.904344781164073,9.826137854445186,"(0, 10]","(0, 10]",Y,Y
9082,LA12,441.0,2017-01-18,2017-01-25,29.931,-91.7165,25.375481845767435,22.896188913905455,25.146,Precipitation_mm,0.904344781164073,9.826137854445186,0.904344781164073,9.826137854445186,"(0, 10]","(0, 10]",Y,Y
9091,LA12,444.0,2017-02-15,2017-02-22,29.931,-91.7165,14.210007616743187,15.242958108491074,37.853874,WetDep_SO4_mgm2,166.38883680398607,148.33679742853545,253.77361730922442,95.60276207686601,"(250, 260]","(90, 100]",Y,Y
9092,LA12,444.0,2017-02-15,2017-02-22,29.931,-91.7165,19.507145780384715,13.066835322623842,21.346668,WetDep_NO3_mgm2,9.429991657031684,63.36524853145203,253.77361730922442,95.60276207686601,"(250, 260]","(90, 100]",Y,Y
9093,LA12,444.0,2017-02-15,2017-02-22,29.931,-91.7165,1.6422014861467644,1.119543570751016,9.214866,WetDep_NH4_mgm2,461.1288308855216,723.0913240668654,253.77361730922442,95.60276207686601,"(250, 260]","(90, 100]",Y,Y
9094,LA12,444.0,2017-02-15,2017-02-22,29.931,-91.7165,18.73910228360927,33.892159444020756,66.294,Precipitation_mm,253.77361730922442,95.60276207686601,253.77361730922442,95.60276207686601,"(250, 260]","(90, 100]",Y,Y
9095,LA12,445.0,2017-03-01,2017-03-08,29.931,-91.7165,8.12307115014726,1.555799305740737,5.001768,WetDep_SO4_mgm2,38.425160785285925,221.49185190814768,91.10921031131122,74.36311797810947,"(90, 100]","(70, 80]",Y,Y
9096,LA12,445.0,2017-03-01,2017-03-08,29.931,-91.7165,19.15921614855081,7.296787324362342,3.350768,WetDep_NO3_mgm2,82.5109337771449,54.078858940940556,91.10921031131122,74.36311797810947,"(90, 100]","(70, 80]",Y,Y
9097,LA12,445.0,2017-03-01,2017-03-08,29.931,-91.7165,2.214917439789885,0.7937606787859011,3.605784,WetDep_NH4_mgm2,62.7954132837591,354.2658884936499,91.10921031131122,74.36311797810947,"(90, 100]","(70, 80]",Y,Y
9098,LA12,445.0,2017-03-01,2017-03-08,29.931,-91.7165,11.4275563316113,3.963040431876504,1.016,Precipitation_mm,91.10921031131122,74.36311797810947,91.10921031131122,74.36311797810947,"(90, 100]","(70, 80]",Y,Y
9099,LA12,446.0,2017-03-08,2017-03-15,29.931,-91.7165,3.7965706512193416,5.56836993646489,9.533128,WetDep_SO4_mgm2,151.09839578352776,71.2014127791976,1.4200152833932531,8.344018847940692,"(0, 10]","(0, 10]",Y,Y
9100,LA12,446.0,2017-03-08,2017-03-15,29.931,-91.7165,11.478075707254424,12.505196725324403,9.901936000000001,WetDep_NO3_mgm2,13.731741691320826,20.81743120484072,1.4200152833932531,8.344018847940692,"(0, 10]","(0, 10]",Y,Y
9101,LA12,446.0,2017-03-08,2017-03-15,29.931,-91.7165,0.9830917540063876,1.4949557386110377,2.805176,WetDep_NH4_mgm2,185.3422367310156,87.64274603917617,1.4200152833932531,8.344018847940692,"(0, 10]","(0, 10]",Y,Y
9102,LA12,446.0,2017-03-08,2017-03-15,29.931,-91.7165,11.336986947328361,10.315290238296734,11.176,Precipitation_mm,1.4200152833932531,8.344018847940692,1.4200152833932531,8.344018847940692,"(0, 10]","(0, 10]",Y,Y
9103,LA12,447.0,2017-03-22,2017-03-29,29.931,-91.7165,8.411102864584095,4.9132249313608245,21.390864,WetDep_SO4_mgm2,154.31699438689148,335.3731876483688,62.58608471264875,125.52305126745634,"(60, 70]","(120, 130]",Y,Y
9104,LA12,447.0,2017-03-22,2017-03-29,29.931,-91.7165,29.596960032796105,20.38351381722177,19.066256,WetDep_NO3_mgm2,35.5803569729024,6.462368701655525,62.58608471264875,125.52305126745634,"(60, 70]","(120, 130]",Y,Y
9105,LA12,447.0,2017-03-22,2017-03-29,29.931,-91.7165,4.485886116132329,3.476091402880368,5.722112,WetDep_NH4_mgm2,27.55812010969035,64.61339294066113,62.58608471264875,125.52305126745634,"(60, 70]","(120, 130]",Y,Y
9106,LA12,447.0,2017-03-22,2017-03-29,29.931,-91.7165,13.74779400063939,9.9111819720335,22.352,Precipitation_mm,62.58608471264875,125.52305126745634,62.58608471264875,125.52305126745634,"(60, 70]","(120, 130]",Y,Y
9107,LA12,448.0,2017-04-26,2017-05-03,29.931,-91.7165,12.97341279189034,8.874961713002698,32.92602,WetDep_SO4_mgm2,153.79613312375295,270.9990089507667,4.359504097471597,277.707473638752,"(0, 10]","(270, 280]",Y,Y
9108,LA12,448.0,2017-04-26,2017-05-03,29.931,-91.7165,23.255199107972203,10.34179684486925,15.468599999999999,WetDep_NO3_mgm2,33.48326140670561,49.573620832382204,4.359504097471597,277.707473638752,"(0, 10]","(270, 280]",Y,Y
9109,LA12,448.0,2017-04-26,2017-05-03,29.931,-91.7165,6.79578112558207,3.1402691587703586,9.98093,WetDep_NH4_mgm2,46.86950352811896,217.83676797654672,4.359504097471597,277.707473638752,"(0, 10]","(270, 280]",Y,Y
9110,LA12,448.0,2017-04-26,2017-05-03,29.931,-91.7165,35.29146704798524,9.750932287674308,36.83,Precipitation_mm,4.359504097471597,277.707473638752,4.359504097471597,277.707473638752,"(0, 10]","(270, 280]",Y,Y
9115,LA12,450.0,2017-05-10,2017-05-17,29.931,-91.7165,5.012477369846532,2.0165717019415594,23.22957,WetDep_SO4_mgm2,363.4349102450157,1051.933748630635,50.67199523680371,142.55681013951545,"(50, 60]","(140, 150]",Y,Y
9116,LA12,450.0,2017-05-10,2017-05-17,29.931,-91.7165,15.573942816621278,10.671890140340201,13.544804,WetDep_NO3_mgm2,13.029062970846933,26.920384504334997,50.67199523680371,142.55681013951545,"(50, 60]","(140, 150]",Y,Y
9117,LA12,450.0,2017-05-10,2017-05-17,29.931,-91.7165,1.9548943379116452,1.8221397629029215,10.170160000000001,WetDep_NH4_mgm2,420.2409052381049,458.14379374486214,50.67199523680371,142.55681013951545,"(50, 60]","(140, 150]",Y,Y
9118,LA12,450.0,2017-05-10,2017-05-17,29.931,-91.7165,46.857763882729344,9.529313972551476,23.114,Precipitation_mm,50.67199523680371,142.55681013951545,50.67199523680371,142.55681013951545,"(50, 60]","(140, 150]",Y,Y
9119,LA12,451.0,2017-05-17,2017-05-24,29.931,-91.7165,11.602719260372929,7.280059283565038,27.31135,WetDep_SO4_mgm2,135.38749311359425,275.1528515936159,3.7795024021848644,90.77506349316691,"(0, 10]","(90, 100]",Y,Y
9120,LA12,451.0,2017-05-17,2017-05-24,29.931,-91.7165,21.751596823715857,22.447003468484272,28.999687999999995,WetDep_NO3_mgm2,33.32211071686247,29.191800770716377,3.7795024021848644,90.77506349316691,"(0, 10]","(90, 100]",Y,Y
9121,LA12,451.0,2017-05-17,2017-05-24,29.931,-91.7165,3.1934994352070256,3.7081210586473174,7.845806,WetDep_NH4_mgm2,145.68051941713836,111.58440827339291,3.7795024021848644,90.77506349316691,"(0, 10]","(90, 100]",Y,Y
9122,LA12,451.0,2017-05-17,2017-05-24,29.931,-91.7165,103.21501393093513,52.05816639843874,99.314,Precipitation_mm,3.7795024021848644,90.77506349316691,3.7795024021848644,90.77506349316691,"(0, 10]","(90, 100]",Y,Y
9123,LA12,452.0,2017-05-24,2017-05-31,29.931,-91.7165,3.341703694841575,2.834504276714002,11.240008,WetDep_SO4_mgm2,236.35561457320864,296.54228403671243,30.452380585385104,105.62263171914077,"(30, 40]","(100, 110]",Y,Y
9124,LA12,452.0,2017-05-24,2017-05-31,29.931,-91.7165,26.061148136521787,14.39899235419141,11.954255999999999,WetDep_NO3_mgm2,54.129971797952194,16.978523872052556,30.452380585385104,105.62263171914077,"(30, 40]","(100, 110]",Y,Y
9125,LA12,452.0,2017-05-24,2017-05-31,29.931,-91.7165,2.6512078238433485,2.573395776809595,2.91338,WetDep_NH4_mgm2,9.888782531449806,13.211501559698116,30.452380585385104,105.62263171914077,"(30, 40]","(100, 110]",Y,Y
9126,LA12,452.0,2017-05-24,2017-05-31,29.931,-91.7165,14.408322727155936,9.141017135542448,18.796,Precipitation_mm,30.452380585385104,105.62263171914077,30.452380585385104,105.62263171914077,"(30, 40]","(100, 110]",Y,Y
9131,LA12,454.0,2017-06-07,2017-06-14,29.931,-91.7165,5.547104711699806,1.2212148390075623,27.78379,WetDep_SO4_mgm2,400.8701195309901,2175.094366080492,1.6361340406312264,308.3259376759115,"(0, 10]","(300, 310]",Y,Y
9132,LA12,454.0,2017-06-07,2017-06-14,29.931,-91.7165,9.188429517004463,4.895120402775843,21.894292,WetDep_NO3_mgm2,138.28111169032286,347.2676910579063,1.6361340406312264,308.3259376759115,"(0, 10]","(300, 310]",Y,Y
9133,LA12,454.0,2017-06-07,2017-06-14,29.931,-91.7165,1.1872098970579108,0.8845352897400915,3.527044,WetDep_NH4_mgm2,197.08680905883273,298.74542496053186,1.6361340406312264,308.3259376759115,"(0, 10]","(300, 310]",Y,Y
9134,LA12,454.0,2017-06-07,2017-06-14,29.931,-91.7165,33.82746263119072,8.148882284918571,33.274,Precipitation_mm,1.6361340406312264,308.3259376759115,1.6361340406312264,308.3259376759115,"(0, 10]","(300, 310]",Y,Y
9135,LA12,455.0,2017-06-14,2017-06-21,29.931,-91.7165,1.8805451928191315,0.9663005196934596,3.523234,WetDep_SO4_mgm2,87.3517325429605,264.6105873064912,61.757138164965056,74.34953597094068,"(60, 70]","(70, 80]",Y,Y
9136,LA12,455.0,2017-06-14,2017-06-21,29.931,-91.7165,20.01682431057583,3.815320061446858,3.935984,WetDep_NO3_mgm2,80.33662113964584,3.162616415131979,61.757138164965056,74.34953597094068,"(60, 70]","(70, 80]",Y,Y
9137,LA12,455.0,2017-06-14,2017-06-21,29.931,-91.7165,1.138786314270994,0.4775398585842978,0.485394,WetDep_NH4_mgm2,57.37620008976574,1.6447090801983228,61.757138164965056,74.34953597094068,"(60, 70]","(70, 80]",Y,Y
9138,LA12,455.0,2017-06-14,2017-06-21,29.931,-91.7165,8.634291058664916,12.873061462978507,3.302,Precipitation_mm,61.757138164965056,74.34953597094068,61.757138164965056,74.34953597094068,"(60, 70]","(70, 80]",Y,Y
9139,LA12,456.0,2017-06-21,2017-06-28,29.931,-91.7165,12.435183898059567,8.08789614611302,46.290484,WetDep_SO4_mgm2,272.2541168629065,472.34271018980445,49.472486266449856,13.545590173757875,"(40, 50]","(10, 20]",Y,Y
9140,LA12,456.0,2017-06-21,2017-06-28,29.931,-91.7165,44.600064541544526,17.578175090515735,29.62275,WetDep_NO3_mgm2,33.581374142616546,68.52005311963748,49.472486266449856,13.545590173757875,"(40, 50]","(10, 20]",Y,Y
9141,LA12,456.0,2017-06-21,2017-06-28,29.931,-91.7165,4.962386758152262,2.749873318896173,14.297913999999999,WetDep_NH4_mgm2,188.1257486936348,419.9480973086908,49.472486266449856,13.545590173757875,"(40, 50]","(10, 20]",Y,Y
9142,LA12,456.0,2017-06-21,2017-06-28,29.931,-91.7165,156.33858498671424,91.37070064877406,78.994,Precipitation_mm,49.472486266449856,13.545590173757875,49.472486266449856,13.545590173757875,"(40, 50]","(10, 20]",Y,Y
9143,LA12,457.0,2017-06-28,2017-07-05,29.931,-91.7165,5.447235265100807,4.0325501106478026,24.067007999999998,WetDep_SO4_mgm2,341.82060859738925,496.81857235826874,73.83872403441863,9.319399315050024,"(70, 80]","(0, 10]",Y,Y
9144,LA12,457.0,2017-06-28,2017-07-05,29.931,-91.7165,14.486225100723837,8.164496394583166,14.849855999999999,WetDep_NO3_mgm2,2.510183962680464,81.88330648112377,73.83872403441863,9.319399315050024,"(70, 80]","(0, 10]",Y,Y
9145,LA12,457.0,2017-06-28,2017-07-05,29.931,-91.7165,1.2015104358708075,0.814474581918925,4.352544,WetDep_NH4_mgm2,262.2560295820857,434.3989974181004,73.83872403441863,9.319399315050024,"(70, 80]","(0, 10]",Y,Y
9146,LA12,457.0,2017-06-28,2017-07-05,29.931,-91.7165,122.33348267150848,29.275682267304592,32.004,Precipitation_mm,73.83872403441863,9.319399315050024,73.83872403441863,9.319399315050024,"(70, 80]","(0, 10]",Y,Y
9147,LA12,458.0,2017-07-05,2017-07-12,29.931,-91.7165,6.1142204080960605,3.0585915585102037,34.19855999999999,WetDep_SO4_mgm2,459.3282171299622,1018.1146402122951,133.4846456580572,400.83201897915967,"(130, 140]","(400, 410]",Y,Y
9148,LA12,458.0,2017-07-05,2017-07-12,29.931,-91.7165,32.78096690970123,17.62323262009813,52.575967999999996,WetDep_NO3_mgm2,60.385653494682664,198.33328046774227,133.4846456580572,400.83201897915967,"(130, 140]","(400, 410]",Y,Y
9149,LA12,458.0,2017-07-05,2017-07-12,29.931,-91.7165,2.0147467390718883,0.8739113187012506,8.014208,WetDep_NH4_mgm2,297.777439942244,817.0504865310804,133.4846456580572,400.83201897915967,"(130, 140]","(400, 410]",Y,Y
9150,LA12,458.0,2017-07-05,2017-07-12,29.931,-91.7165,29.589954322384315,13.794645186787637,69.088,Precipitation_mm,133.4846456580572,400.83201897915967,133.4846456580572,400.83201897915967,"(130, 140]","(400, 410]",Y,Y
9155,LA12,460.0,2017-07-19,2017-07-26,29.931,-91.7165,3.60184781375561,5.32873253443297,25.133808,WetDep_SO4_mgm2,597.8031638097789,371.6657823899297,93.64201615298718,46.210559294533546,"(90, 100]","(40, 50]",Y,Y
9156,LA12,460.0,2017-07-19,2017-07-26,29.931,-91.7165,33.80423938270649,25.65223675976558,35.57244599999999,WetDep_NO3_mgm2,5.230724458181647,38.67190737843895,93.64201615298718,46.210559294533546,"(90, 100]","(40, 50]",Y,Y
9157,LA12,460.0,2017-07-19,2017-07-26,29.931,-91.7165,2.111324101878101,1.4436716671726786,7.060437999999999,WetDep_NH4_mgm2,234.40806144918622,389.0612014175862,93.64201615298718,46.210559294533546,"(90, 100]","(40, 50]",Y,Y
9158,LA12,460.0,2017-07-19,2017-07-26,29.931,-91.7165,17.445594025064516,23.105034385340062,33.782,Precipitation_mm,93.64201615298718,46.210559294533546,93.64201615298718,46.210559294533546,"(90, 100]","(40, 50]",Y,Y
9159,LA12,461.0,2017-07-26,2017-08-02,29.931,-91.7165,3.5384716984869296,4.37857100003322,1.11379,WetDep_SO4_mgm2,68.52341646603354,74.56270550388359,23.555546653117744,37.20555240016591,"(20, 30]","(30, 40]",Y,Y
9160,LA12,461.0,2017-07-26,2017-08-02,29.931,-91.7165,21.18822777151961,26.213912715826723,2.3749000000000002,WetDep_NO3_mgm2,88.79141745308095,90.94030705852565,23.555546653117744,37.20555240016591,"(20, 30]","(30, 40]",Y,Y
9161,LA12,461.0,2017-07-26,2017-08-02,29.931,-91.7165,2.175163384146861,3.1244815045663845,0.43942,WetDep_NH4_mgm2,79.79829914375152,85.9362265592613,23.555546653117744,37.20555240016591,"(20, 30]","(30, 40]",Y,Y
9162,LA12,461.0,2017-07-26,2017-08-02,29.931,-91.7165,1.6613370158291494,2.0224718084841555,1.27,Precipitation_mm,23.555546653117744,37.20555240016591,23.555546653117744,37.20555240016591,"(20, 30]","(30, 40]",Y,Y
9163,LA12,462.0,2017-08-02,2017-08-09,29.931,-91.7165,7.951227742040469,9.385258723734456,26.074624000000004,WetDep_SO4_mgm2,227.93204830665118,177.82530847082222,15.910045718721575,44.94635121518963,"(10, 20]","(40, 50]",Y,Y
9164,LA12,462.0,2017-08-02,2017-08-09,29.931,-91.7165,32.89371787451589,23.89880833231217,25.879552,WetDep_NO3_mgm2,21.32372479533563,8.288043655339008,15.910045718721575,44.94635121518963,"(10, 20]","(40, 50]",Y,Y
9165,LA12,462.0,2017-08-02,2017-08-09,29.931,-91.7165,1.6768704520645286,1.7015953052840203,4.161536,WetDep_NH4_mgm2,148.17277893330413,144.56673023703368,15.910045718721575,44.94635121518963,"(10, 20]","(40, 50]",Y,Y
9166,LA12,462.0,2017-08-02,2017-08-09,29.931,-91.7165,38.66335792174213,59.05512298935989,32.512,Precipitation_mm,15.910045718721575,44.94635121518963,15.910045718721575,44.94635121518963,"(10, 20]","(40, 50]",Y,Y
9167,LA12,463.0,2017-08-09,2017-08-16,29.931,-91.7165,11.074945797939773,5.7503843786381745,18.107406,WetDep_SO4_mgm2,63.498822751515846,214.89035876047402,89.83351539957471,39.12862365915112,"(80, 90]","(30, 40]",Y,Y
9168,LA12,463.0,2017-08-09,2017-08-16,29.931,-91.7165,39.88729549153636,29.99634098610482,19.192494,WetDep_NO3_mgm2,51.883190465815275,36.01721620350121,89.83351539957471,39.12862365915112,"(80, 90]","(30, 40]",Y,Y
9169,LA12,463.0,2017-08-09,2017-08-16,29.931,-91.7165,2.1779594292122004,1.2345279745739135,1.7858740000000002,WetDep_NH4_mgm2,18.00242116328233,44.66047240576941,89.83351539957471,39.12862365915112,"(80, 90]","(30, 40]",Y,Y
9170,LA12,463.0,2017-08-09,2017-08-16,29.931,-91.7165,222.35808038360005,37.13732358114896,22.606,Precipitation_mm,89.83351539957471,39.12862365915112,89.83351539957471,39.12862365915112,"(80, 90]","(30, 40]",Y,Y
9175,LA12,465.0,2017-08-23,2017-08-30,29.931,-91.7165,11.05342391366504,7.388640911118272,55.932324,WetDep_SO4_mgm2,406.0180848655631,657.0042267967606,87.62715530328686,291.793110132035,"(80, 90]","(290, 300]",Y,Y
9176,LA12,465.0,2017-08-23,2017-08-30,29.931,-91.7165,35.59078771697699,30.55184455424964,62.553596,WetDep_NO3_mgm2,75.75782951879317,104.74572619969369,87.62715530328686,291.793110132035,"(80, 90]","(290, 300]",Y,Y
9177,LA12,465.0,2017-08-23,2017-08-30,29.931,-91.7165,1.4306928747178511,1.5931657540088628,12.894055999999999,WetDep_NH4_mgm2,801.2455592569337,709.3354986795849,87.62715530328686,291.793110132035,"(80, 90]","(290, 300]",Y,Y
9178,LA12,465.0,2017-08-23,2017-08-30,29.931,-91.7165,92.8671543936943,44.47347222141795,174.244,Precipitation_mm,87.62715530328686,291.793110132035,87.62715530328686,291.793110132035,"(80, 90]","(290, 300]",Y,Y
9179,LA12,466.0,2017-08-30,2017-09-06,29.931,-91.7165,10.428371509298845,8.287390952660743,20.752308000000003,WetDep_SO4_mgm2,98.99854911666156,150.40821796077185,4.758111024665227,24.98112270497832,"(0, 10]","(20, 30]",Y,Y
9180,LA12,466.0,2017-08-30,2017-09-06,29.931,-91.7165,63.55028868143542,47.2457115867353,10.920222,WetDep_NO3_mgm2,82.81640850643363,76.88632124853854,4.758111024665227,24.98112270497832,"(0, 10]","(20, 30]",Y,Y
9181,LA12,466.0,2017-08-30,2017-09-06,29.931,-91.7165,9.179519169593386,5.18862993098123,3.342132,WetDep_NH4_mgm2,63.591426323607294,35.587389263509024,4.758111024665227,24.98112270497832,"(0, 10]","(20, 30]",Y,Y
9182,LA12,466.0,2017-08-30,2017-09-06,29.931,-91.7165,37.096888842191866,31.09429580956391,38.862,Precipitation_mm,4.758111024665227,24.98112270497832,4.758111024665227,24.98112270497832,"(0, 10]","(20, 30]",Y,Y
9183,LA12,467.0,2017-09-13,2017-09-20,29.931,-91.7165,3.83041030866272,0.7417203581530688,1.759712,WetDep_SO4_mgm2,54.059438592771706,137.24736427375345,97.47295932485287,75.53515736069934,"(90, 100]","(70, 80]",Y,Y
9184,LA12,467.0,2017-09-13,2017-09-20,29.931,-91.7165,23.529398623239885,6.0464186095454675,0.804672,WetDep_NO3_mgm2,96.58014208996728,86.69175834551604,97.47295932485287,75.53515736069934,"(90, 100]","(70, 80]",Y,Y
9185,LA12,467.0,2017-09-13,2017-09-20,29.931,-91.7165,2.6925525928496192,0.5309407017311345,0.29463999999999996,WetDep_NH4_mgm2,89.05722395980492,44.50604388789088,97.47295932485287,75.53515736069934,"(90, 100]","(70, 80]",Y,Y
9186,LA12,467.0,2017-09-13,2017-09-20,29.931,-91.7165,20.102565225643687,2.0764490803792945,0.508,Precipitation_mm,97.47295932485287,75.53515736069934,97.47295932485287,75.53515736069934,"(90, 100]","(70, 80]",Y,Y
9187,LA12,468.0,2017-09-27,2017-10-04,29.931,-91.7165,4.584599365505138,5.737616283875605,14.420088,WetDep_SO4_mgm2,214.53321981627883,151.32541610572153,40.84958923303553,61.907747466058396,"(40, 50]","(60, 70]",Y,Y
9188,LA12,468.0,2017-09-27,2017-10-04,29.931,-91.7165,14.073487370792892,21.865294487499742,18.790920000000003,WetDep_NO3_mgm2,33.519997601996884,14.060521751752944,40.84958923303553,61.907747466058396,"(40, 50]","(60, 70]",Y,Y
9189,LA12,468.0,2017-09-27,2017-10-04,29.931,-91.7165,1.2494456938310587,3.33407793424393,10.387583999999999,WetDep_NH4_mgm2,731.375389205554,211.55792410580213,40.84958923303553,61.907747466058396,"(40, 50]","(60, 70]",Y,Y
9190,LA12,468.0,2017-09-27,2017-10-04,29.931,-91.7165,15.458895181683046,5.647660561713952,9.144,Precipitation_mm,40.84958923303553,61.907747466058396,40.84958923303553,61.907747466058396,"(40, 50]","(60, 70]",Y,Y
9191,LA12,469.0,2017-10-04,2017-10-11,29.931,-91.7165,3.5545407031829788,1.366311159665947,17.551399999999997,WetDep_SO4_mgm2,393.7740615625325,1184.5829352876826,42.92909832595711,3.686512655575568,"(40, 50]","(0, 10]",Y,Y
9192,LA12,469.0,2017-10-04,2017-10-11,29.931,-91.7165,21.474599011528372,6.824221431694921,10.8585,WetDep_NO3_mgm2,49.4356099773004,59.11705252657797,42.92909832595711,3.686512655575568,"(40, 50]","(0, 10]",Y,Y
9193,LA12,469.0,2017-10-04,2017-10-11,29.931,-91.7165,1.415798812952687,0.5158781667471964,2.921,WetDep_NH4_mgm2,106.31462417376764,466.2189618176692,42.92909832595711,3.686512655575568,"(40, 50]","(0, 10]",Y,Y
9194,LA12,469.0,2017-10-04,2017-10-11,29.931,-91.7165,22.25302146536129,13.186107522598391,12.7,Precipitation_mm,42.92909832595711,3.686512655575568,42.92909832595711,3.686512655575568,"(40, 50]","(0, 10]",Y,Y
9195,LA12,470.0,2017-10-11,2017-10-18,29.931,-91.7165,2.8341753091490807,0.40560773068835376,14.385798,WetDep_SO4_mgm2,407.5832096046001,3446.7267785024637,64.55031951520937,162.19943435834927,"(60, 70]","(160, 170]",Y,Y
9196,LA12,470.0,2017-10-11,2017-10-18,29.931,-91.7165,16.980389373461612,8.223565565214368,8.724392,WetDep_NO3_mgm2,48.620777721179834,6.090137311048193,64.55031951520937,162.19943435834927,"(60, 70]","(160, 170]",Y,Y
9197,LA12,470.0,2017-10-11,2017-10-18,29.931,-91.7165,0.7819650946997474,0.4586136506802312,0.881888,WetDep_NH4_mgm2,12.778435505311167,92.29431978135716,64.55031951520937,162.19943435834927,"(60, 70]","(160, 170]",Y,Y
9198,LA12,470.0,2017-10-11,2017-10-18,29.931,-91.7165,22.21176578270788,3.003057584494467,7.874,Precipitation_mm,64.55031951520937,162.19943435834927,64.55031951520937,162.19943435834927,"(60, 70]","(160, 170]",Y,Y
